id_pagamento_cliente,codigo_barras,linha_digitavel,data_vencimento,url_boleto,ativo
325,1003347521779167729278907607607,80496.46343 64439.069257 74365.448668 3 62295694942416,2025-05-03 06:57:35,tnWw8WjoyLOTw/d3nTBPBKPtFagWOZ+on57esFvgY35tX8r9Y9A0ANan3y8PgQhGoNtbpGu6Xg==,0
326,7600231319988969865263203623159,14093.80913 47660.110849 61836.736705 7 31102156699780,2025-05-02 02:08:37,8G50n4jdS7L8xm1jFwp9hr4yEMHLjbanT+09yBijGPW4w71Bi3DesMekj2WWYdGGo6s=,0
327,4159708210712425567559347494041,99269.22637 77309.702954 08926.185891 9 78566080551652,2025-05-03 11:32:16,pLERDMbirNxaYvOZuC4wU3clIiZrODBhkly2sLXJWmmzEGnZP8iKLVzv/d99yqLPKlLYeCU=,0
328,9446808189916677508309833867782,38804.12378 37300.904152 33103.944918 0 14547951428176,2025-05-03 01:36:09,G3gqE2oz1d6eLSVR5fDHOjYo84YjwixIC92746qNqNR87DP6cyDzJs/RW2pT+f43jPWb+yC/2g==,1
329,5167299612154461118160091313410,89762.17449 33551.406005 43443.325343 8 78550162918062,2025-05-03 01:25:58,2zV+tUNDRiSDOA+24uS7FQFzsxN2XxJ5FynRh3yBRnG/5f/kVFKsk3XdSHEakaDl+y0=,0
330,7721798730519340223684406732263,21771.77165 28956.687463 24674.873392 3 04306244042333,2025-05-02 18:27:57,A4Ma+lpdpOUikG4tHJYFTkrPbe6sM+Lyd0rzsgixH3NrM2824sGAuOuNaRGKvNBYaUzHEau/4Q==,1
331,0039740813035880278955682314122,10670.80705 21147.780424 73614.419257 6 45286482740111,2025-05-03 10:06:46,MKZCqcTWH9MN1F0DcVkZ8XT9tlJf3qBr2nk7p31lLWeRysQd9mTThrQwZoonfwDTRHyKkw==,0
332,2839341115215934616550786699904,87971.52443 25524.921126 52312.318062 3 84286514992078,2025-05-02 07:19:41,/xW1Uln6rx3sdNZGHZWOFyhqKGJwhnZSZzYdFPTZG997aBOIMQ0IuWe/zZBSaKwa0f5GAxM=,0
333,9159369207085229060075667304180,61330.87667 61312.220821 00767.842822 7 03806449530392,2025-05-02 22:05:22,aKjVS7Q8X/sMYahOrVqjo69X2qCuJOm7UeO+STvtI2gOXRpe6mQo6TS6PlzeLAenQSlA,1
334,4100162755468934650739684684152,22921.92033 05118.668581 20427.838649 7 33702671508889,2025-05-01 20:28:28,BJkQhW7cYrHnrMywEYXkHC/EQLYyItQsviPSvFOC3LiHZqHOf5hkTMdLv7voyY5Pve3Ui7Td,0
335,8796660989172017772194945415346,54577.66197 67366.715754 86281.416584 4 66386372399009,2025-05-02 03:02:23,UYTKE17oTDlAjkFwz5NwE4ArBz+3RZ7e/MSkAETv7UufbyXNwP2mMp0UzpYly/xTFyqt+Q==,1
336,4386932453826392011995797731410,62088.67779 53779.934143 22758.742380 2 32717380009404,2025-05-02 06:30:14,TTFzl0am9JwhzOEewUYWRApOSuvOGg8J4H4NbjGaF1wOlpBUdbOvZrKXs05hYgJs1cg=,1
337,8282887844337876302894868390310,51052.60529 42829.288268 52368.808308 5 95174133709261,2025-05-02 09:02:50,o94KVlJ9wuh6uxK6jD1Sx39xihOcfMo09VjxAcungkSg656PGZEPGzHMUaFrDQHJgajAr9IjMO/s,0
338,3306160055080482424739082119684,86309.05058 12930.610246 68829.580985 7 73131860763280,2025-05-03 12:31:59,E6tsKR7gK2mWIWQKYYVyp8HVI+RHbA3e5Vuik2rcOCMU7v6iL4XTwLjNeSioKIydmBaqjeH1mg==,0
339,7419386561749780387412411154873,56816.06994 38059.002072 43920.022373 4 51217890794904,2025-05-02 14:30:19,wkBXZHZ5T2aaS2UAtsfafXPgoA2qx7tl8DJ5W4kk4KuDbLpqxxSnanZSvn9Klw==,1
340,5018953896386406037560209122521,28863.96675 51599.731906 36450.750442 1 27719185827375,2025-05-02 00:21:41,2fuEzyd9XosYkt50gRpCTFpZoM5KNtNyDIGCe5ucz1Nw36hvAAXszyPbGM1oLmcM6HI=,1
341,4737682358720963458533468642825,22274.34601 99511.279050 81025.322383 9 36775705645513,2025-05-03 10:17:31,91uBYMvngyDXREJEE5O6IWEBKbqTUa67aRQ3ioZ4DElcJ1cSZa9jWsGoabP5Te2A61mL9ZEO,1
342,5888954973269206011037428956410,68278.64516 22690.232507 67803.450519 3 93384066550958,2025-05-03 00:42:51,Ti8Gyp5x3YAdCBe9aW/br/X1ImKtQchYdtKBC+/A8GeC5JT+JbJcxznBwB8GCT0=,1
343,2415861696870729668376427463641,15087.09769 40327.212469 22205.261120 9 17617084217409,2025-05-02 04:39:59,JsXlBwQbQqHtNLhIgnRmWPuD4j0dXpOjrqCVc/Q+90tIAcG0W8catOOdyI/cXQPx0RgN,1
344,5863771240578747706197840389834,82596.99064 57347.936430 56964.713530 0 91897772961001,2025-05-03 18:31:41,dM+QTIYRAFc7rJ6K1kQWstVp7Ql3F+/5Ws16ARnmH0ZHwfBnbZmXUF5E8UbsWYdhCQ==,0
345,6603166174488132239898701387599,80756.62150 14803.122069 30573.917367 4 09718957745874,2025-05-03 16:47:23,l8QoV5XW/9kEWtegppY4AXA2OtNElm1DVVg5Gdh/6IRJNASZZtEe9gsi1JE/9saFPg==,0
346,9821608278979647108781090490708,05860.36380 76796.666060 51218.878614 6 40155404821713,2025-05-01 20:40:35,O+lPYtVXvldj6LARPRJcMjRP+fNpLDDXkz0x5Wwo11tLYDk2oC9CsiuxCf7TLXIVBg==,0
347,7115416459801767627800590144734,97899.22605 05083.924852 71384.772824 1 53086668721207,2025-05-03 10:58:33,vhoCbaUHC3+mu7ih1y4SrEtzhRx+vyoEBGQ+x6cWBHMdllpRgv3KB3rIZUU9VW7S33h2ww==,1
348,0101558720281851483349444686313,22653.18416 08438.419023 64845.542829 7 84567553587454,2025-05-01 21:54:04,1IhDNCn5x0yH9Xz1gOFnQcZOWjMLE+9ZU6/TqkworGvxXr6KH45WO7tjKtDsAy/HsVc=,1
349,3167268320346179300875639661609,29023.21922 63078.294106 18392.042605 7 93779761018900,2025-05-03 03:48:15,U4xFz2wKxOUoHw4ck4Tq5/hnjKKjWhs6Mou8qXI9Z9ZOblf62NHVcC/mxvFkxcd1e/f8oo8mssI=,1
350,0865203899853381337281468601983,08846.98546 26211.930874 57214.339125 5 81378068974463,2025-05-02 03:53:50,0Xe+xWj56o2gAnGqL79EFomS3evajlk5yw/RPQf193hCUq+YgOMAxlUzH7mrEVwIzJTxg59V,0
351,0859967634454767368584986874838,42359.15751 83078.132221 85352.872250 4 17285512634933,2025-05-01 22:15:20,BuliMNOhkgfgNmePeA9593pi4dyWpzVuwu91Mas9DhwL59YhXlHA5XYEqxr4pxs=,1
352,8832062069873227697033770828806,77219.61322 98086.026393 43092.361235 1 13490254874525,2025-05-02 23:12:11,v13AHGSIrl7y+5EBaa69D43JNxZlF3CKaTA7SxzU5Aiw8iTaQHExClHlJz5jn/MGVpVn0UmK,1
353,9546526243002479816695209936182,41082.23827 14195.953065 35633.738861 6 66609999208967,2025-05-02 02:12:06,xQ0kxN4MwCaBsH6DF0wrMAox5dt+O8E4x8mxLDgdBroBEK1rvdlakgw7vW1TnY+bHA==,1
354,5779159895770295926029177076234,39638.24201 42580.649763 17416.619470 5 54316339252126,2025-05-02 01:51:49,0aYabEk4VAhwyg9aKFkFsh/hb0YkBP1Lnk6qxRbQy0DdNHKCUf8Yx5hp/9mF7yuhpKr/3AX55A==,0
355,1352557252718443929746082010001,74276.61038 09625.946278 94809.649903 2 82037305549512,2025-05-02 16:31:37,AkPE3pv3+4nCLzCth3740x2S8YUGREDIwqwI0+PxZVWdzsGgSlBVefZN60DmvP3opuzsgcg=,1
356,0780139645781224408978023415386,43912.14623 10885.445056 23872.330582 8 63694794486806,2025-05-03 13:12:40,/cYPRPS0r5lQthePXd1pnXAhqdwjc/X7q6Rc5aOMkFqw6mwmGSO+s9RnpNkyZLrzhhViKJYEgA==,1
357,9975635570975534649283658843560,00787.74725 94549.505710 44507.761507 4 49836003683515,2025-05-02 15:13:59,E7BCMB6DpqBu7yik78li6EHKryIlG0D64S9JLTdiW0NIntTz53VlWI8TandAgcUYeas=,0
358,4358737867270812917121334775654,75163.20055 24208.162050 97984.299616 3 32836287605638,2025-05-02 15:41:55,0TntyqC+JvXaLND89gxnWmFL944d3sfSVy3wJ2MZEjHQBNEjyAlcJ2jCmVtv3qTF2y9izqJeLQ==,0
359,4832167744854834552762056977903,90748.12726 85048.391415 58740.824694 3 05668558422281,2025-05-03 00:58:13,kuzG3LRu7WBmPxtGUnmKBs/YMddLol3/LQt2pOTa/qM591VfCAro9DLtKLDDH9dHS1X4L438,1
360,2144111075570155044394284792759,41355.55555 68513.158664 28482.927105 0 38350164255917,2025-05-03 05:27:49,MqR9XqZ9joKPTJYbn8vIVUEv+P/0GM7Yl5UVy+WqzYXwo8YudHSZBIxOM/8XMB6/XBLkQ9KL,1
361,9700607970983056616299914630837,34626.01207 32681.042695 75186.473065 9 64806064304704,2025-05-02 17:09:19,EDSe93LOFjqaQaldkeQYHCMWusLmksvhZ3G5l3QMWef7Et49nm4+BxuBmsnsOCBpNI208g==,1
362,3936310357461426961851266836464,49811.00753 87680.275489 85777.932183 9 96467931545976,2025-05-03 09:37:52,g1P8y2UG8ioZ5YbqgryxssPRx+vPSj/+U8UHk0YcvuTf48J35vpOWczW/ESYDIxTAnI=,0
363,4148321731663070509281498521378,56019.16319 64633.636559 25659.258554 9 13549705542450,2025-05-03 19:42:49,vPtNjojwWHJV5lI7p/QlJYAoOe31ND+NMgCwenJlaOhAo9Ri1EWinBb+AGsxHhyVRqUr5g==,0
364,9815983394972085409580223930537,22792.68951 44038.689440 49204.826478 5 69143843058275,2025-05-02 05:19:06,lu/aJy1L2Z1b7EVgo2QlX103m9Cb32fE3mNl5PK4+Obyzn8RX0aLQ1keSgs80P1UlxeAEQ==,1
365,8855975097745261256817765130137,70813.82410 53854.872967 15724.070833 6 55893928715506,2025-05-03 02:35:27,QZD2O9IdXgW4p1MG/Mt6UxyBsoz/1Sqg5Pfqnpp9qiLOTHqDoJgaaE5jfKXrP9UeGUnSlo+A,1
366,2256942340561926957817517595426,92451.84967 83210.217210 77780.578686 7 25985261607977,2025-05-02 15:22:53,p41Qsk2l7jFhe9UTtVDNWnjS6gBd3JoDLV7XRt3LPC/Pd3KUgdX2Q+w7RZ5sbtBzjUYa21i2jRY=,1
367,2480446224995879688351041103786,41120.86954 11216.928012 97274.472973 1 36674440922938,2025-05-03 03:38:18,j2EzkyS2ucwMzf1fa53TxFvgw7VUVokcuDiDqV2vuzcV21GrrwHwIfoT7XSTjjZe65xS,1
368,3216743866930884610086463681093,98861.85676 79504.631055 75062.330340 8 40304570233801,2025-05-03 17:55:28,kOe3UVNuML8SzoEKvaHw9G637EOx1V0hnJsH/EwQncYGwePKKtaunLN/ZzHtmBsRvQ==,1
369,6747501593454882496219020748587,71696.22687 73219.708259 55091.740881 7 73020399655709,2025-05-02 18:24:31,CT40dMDU9sx2SPlBicHENNRRlGZN/GocWhgdDY/9MPYIDcPV+y4UPlv1PU+bIZFwONQ=,0
370,0984598426595213955817522773642,54971.50145 27713.788065 12403.041969 8 57502861750382,2025-05-02 08:06:13,vUUS1AhiWcQLUhCA3xtgfCpRvzzRd0MCzx1Hosoc2JHLv56XyAXvpviWNKzRetvRbRePI/1Fog==,1
371,1883535167001529010391570719489,77147.71962 28986.270319 84650.800668 3 15246323450307,2025-05-03 08:02:42,xwu5rR2jklivkn6ZNU57Vx7lLKJvqF8C8ApFYsMF53KiH3MS/4ju2eHZ2ANjwnIEdXMTyKA=,1
372,5111798105334021090804571265344,20039.30920 15404.147435 42408.896571 0 06909681780169,2025-05-02 00:17:09,rZuy5hW5aJfaF+iN6F6TpeQvdZQmXzfp9ZZOEXVGk0r7qIcz8qtfGnCOlTFxYZSV1g==,1
373,9252854953542352703042644006269,97345.33570 88747.054550 07460.476774 1 94542304991488,2025-05-01 23:22:36,nxhbeL9N4EWC8l/oVMmKnZvGLrhGJWqgyXNCsMJAayNoEe61+NxljlTNAvxGQKHYGGz2zy8Dqg==,0
374,9346959440519736268326477737856,71880.48629 08389.091746 11144.811276 9 11845985943693,2025-05-02 15:26:44,k/7pVW8ASZ1ZqsyXeoiTQMsXVQ95WLNLg+mQubt/H+f8lDOqRq0jERO2mpLMqM7JSOP7LlmU2w==,0
375,2858641623609710525445046374983,41863.73106 73553.314979 16294.546631 8 00132765601076,2025-05-03 06:35:51,IW4rlMIXu1/dJ1b13WKLdp5ac2dYyzFy0/RLslx6/nHCMBxlgfz6aJsxzC/EpzGLICQX+Q==,1
376,0488604044212361158251543701787,49105.53621 67330.517107 74667.235862 7 27131398399217,2025-05-02 05:49:24,uMM4jclcu4fT8xW4Q5k63QB0iv1+nmcy9nVZF9joVhjDxb0ozFimRcq5wnr/7mfL,1
377,8775155207372906505245863602009,93300.68990 84464.229372 11156.139165 2 70247578012440,2025-05-03 01:52:46,b9NzOHwhKzALTeAzzGpkb8wzlqqZ2LucewwcBvCJcdRr5PzY0k8JmpirFC1hVWFUJpV7ylXe,0
378,1432060519536887375715777765179,87925.60082 48627.076373 06186.866658 6 05107363868902,2025-05-03 07:46:03,uTKxVG2AbvLLEk0vs/sTQYZEQRgUO0YsiCK5tuiLPXnT7qM4ZJqSMVtM/LzI0SIU,0
379,5334022297838178259593038997189,47084.77775 21673.006990 28519.846203 1 85166107109682,2025-05-03 03:34:12,P85dx1RDyIE7WoBpl8X609zSwxG2elhlYKhGrHzdayZhSA9x2RrgitLYFPWLNWOTdBQtszs=,1
380,8285014517961238977410147239889,56930.69046 23704.565047 29396.316515 6 92366286314334,2025-05-03 19:11:06,ZtqgDLoEUz17zuThn8LDGE18VN4/TDLRPnlC+Pxshoe3EWgaohLfvNpKp8+V4tTzY8r/EjwDng==,1
381,1419473239321217095102619684251,49675.37571 77867.136588 23828.936453 7 60943004213612,2025-05-02 16:31:30,O/fGjlb4eAoaSyceC13Q2VIVVgEpYgJa0LRhSY7BnuzLOzfoRmfEsIgA1Rwg/1HH,1
382,2380881137018923001904561854005,74375.68090 25953.314551 05796.398822 7 16551079860135,2025-05-02 17:55:42,OhWXbpX66B37JtNKUZHuZaNDQXClX3Wmkh7wQmBnIOoiA/vluq5xVthcGNK7TbkWeIkaqijh,1
383,9899490432946247091580801263409,17551.69853 59623.981058 13010.321710 9 61062034961713,2025-05-02 14:58:09,2kvvZ34uSgilMFlBC7TkWqHiMtSmR7g74uP5fnYcN45iqYbhMQWykTgsieTpP4t3mJrcjBc=,1
384,7708011837494974748238055500610,68430.18850 23563.591354 90033.051907 1 82186828623017,2025-05-03 08:07:40,76geW+S0R22Df46ZluEHdx8y2WoboeTrExfO7eKu6dc0gZT3esDAb7oaXusWbE8XrnQB8Q==,0
385,5509999938358414116014163799063,09685.83196 30979.090331 44513.102843 0 11894052559390,2025-05-02 07:56:54,0RSRufm0d4asaYVoDMIICB9M23OqphgPkWhKOwe6lzauBbogt0Kg8O70dgOQxAvJBTrs,1
386,3259005264458938293313036790301,30697.85753 90576.138165 68188.513748 1 41732021747198,2025-05-03 05:21:46,2/wbxONnDhzAKKE/D3nEkTbdIU21qDERcg3aBdIl7q8g+iz7/CkimDLRZpvh2fdEAw==,0
387,7774061811107540865843711715862,10004.14536 40552.288136 52628.297722 7 70424328975585,2025-05-02 20:25:01,e43ePcnLVKQ5vcGS7+E4NHSWi1vrJVguct0pTbaVo9RuwDyZK7+Ad1rBqOGx5MAAIOajkHVi,0
388,6981419986655717371114341983295,59202.80223 31113.161003 52991.492959 6 61408651130057,2025-05-02 19:47:34,BtEvVN6du+n5+chJpf3qiACS8YZVBeCxtCrL2IKRGb7gNKDlG5FQuHIeKU1QgrmOjsxuaCrK0w==,1
389,4431124948608354342372893533703,40727.55050 14562.869480 29395.167940 6 95950362514141,2025-05-02 21:32:44,yEEglpTEmKUDleYb4fZ+UWDRy1SE+q0V0GDjViO6sZSAkR/Uqh3nqeIFdMXThFQjMS8=,0
390,2096827735831378407305157897931,66887.55869 79894.435287 04868.445105 5 66850005019728,2025-05-03 11:40:58,RVJPhzaGdPPuEtAZYEOFcGNdJKRHwQ0ZjCNMWZINS/7yJgm60RhBoFtf7wOKSg==,1
391,3207059917640525260088658128894,69926.90865 36781.551319 10955.301395 8 23565633436831,2025-05-02 04:03:03,ul/4wkN6rnWwMjDBMQOl2tPnXtiQRoo4wcELV2ouj4WT6QPuqg1DDu6TIvUX4gp53A==,1
392,7903025932347260936441723646073,25673.52590 85687.795173 11672.446196 9 19097830056461,2025-05-03 14:52:23,OYEi6cFpgwd33fnp/dqCpEXl8EDBMth4oRoCDGTN0Y9Ym325hXGMBmwQ6YPpsgCePkCPcw==,0
393,2263458188500458784608117946741,55661.61648 31396.605864 53004.447694 0 97418501009546,2025-05-02 00:10:27,LQA+JIpY5UAM/hI1/NULuRVJU/w9DEZdUFSIAbE+nqeGV2zgDLnFT0pOlsAkpBBx/2c7,1
394,8970327279655402615431598106403,91630.11276 56045.158694 45104.477138 2 03829625005852,2025-05-02 16:55:14,Kwlq3lslqk1dAbnIdOv15/WQq3qGdbsSwU02l9Wc3h691rg3RanbaqIS88nHlm6miQ==,1
395,5602204417698059311514430047198,85424.41565 50270.893543 99419.065017 3 58714516568246,2025-05-01 20:52:04,PcLbITRp7A+A9LAFOkPgwIZG48pQcYvxvG0+lFpvdPHiooHZ+KaINgJ9D/jMvVs8P1lUUA==,1
396,8469536047863908456718710700752,03028.88212 10511.543148 53348.358475 7 22332298599529,2025-05-03 09:12:51,9wXa214HJ140SGak9crT0C2maDKTI/CMnsBdjHthpAFB7DpgXTjl0R3JNS4SuywW,1
397,9898517441865452355803257381448,97163.33950 57783.283011 25873.591041 9 84171700878590,2025-05-02 20:21:06,lFkIpgJqgcv2GRte2J/qrrmof9eAHdVfMvzKht1Hng9c1vgSPBa/PoKMVrSNMv2qZrDIyrQ22g==,0
398,4328965594523114348570580211304,42465.92176 64575.209870 97773.079444 3 59864014847791,2025-05-02 13:57:37,qwV9gh2TQgFuUFcyQSlQPszLLAfawHwcXG2Wed63CfibOnw/xb+lxx5lz3DdfoPbdRs=,1
399,8890573654173611367775282039371,48891.26547 09398.730461 11465.529627 1 10615209673025,2025-05-03 10:26:57,BuZIgTn6l737K6NG86RPcqg+JtGmKc9EzzeAsdt84bQm3mynpJbRSRfvrwXCDcDiWit09LykRP0=,1
400,7710676227401401561081872985738,79493.60174 11776.638312 14552.893997 9 24215865074261,2025-05-01 22:58:11,NHu6XByBykcxb5zUAbj885rbBmxC5rWqtY14yIOSWkky1g0Ts0JUZ4SGAVL9YIZ9QeqvFm55,0
401,6994982527769872876604609874489,04515.01621 09323.988643 76678.966457 5 88175579872308,2025-05-03 19:08:34,uHisAZ7MJMtThzaP9FtywVdbQ17jrgO5nKiVatMMp84U2kL1GK9Rx4UmWKqg+Jo8P3Fizjvl,0
402,9753426426211801606525656082893,48835.52455 93766.302960 48652.948509 3 11640036152232,2025-05-03 06:20:56,qMQeOjmzlNFQ6BMlltmDhsBpC0y0l2G6LyXqXE+B0DGvYOjWmhfZMMaUEZTsYfxzTg==,0
403,3737593084466951808239512816792,81814.43697 10551.202833 70662.072149 4 46857148551179,2025-05-03 13:32:37,FJ0/4dT45KUTk5VEaiCiXUEcNacG0YnC20MB0E1Nw/3z1eo5++RLuwcwD/fh5f4CDvrN,0
404,5393468001252054745443441013542,09722.06807 98524.517502 59173.609838 0 11411221571449,2025-05-02 08:49:09,tIhtXmPhpFTGYSRgHedlpm3ZrbhLTTBvxMebjk7m42cNa4cDRz4gBqBRecjXMU84pPcezvI=,0
405,1050594823447809339587212591451,50495.37564 97393.553899 93218.085891 2 08345009384448,2025-05-01 21:23:19,qKFihD+yxmzE+rfyKoKmHYSSy/TUixFbKQocsvSRLDEotc1vLaV4/DI/4TlercZ8qsL/Is5f,0
406,2589775461678429425166133108989,88631.10808 79949.278416 11448.675824 9 57443518126784,2025-05-03 11:52:00,uVRqww+j+MoLM26xuDEKhTUX5FjHwnvG+YMPoTAXIR4Qg6yZufxvKEy/CBX2nU7wfy6ZFbM=,1
407,9596770729085103282883613886640,65098.67972 00963.803855 91384.610198 4 13806128272943,2025-05-02 21:45:16,Uu0klaqsrkEZfe2jKVkJgRLTuOW2rpn4WLqIOE91aQVbd4iGpwaqMGw4Cw8VvQ4NVR1IGrhR,1
408,3192612015366229838537232657798,76865.08611 49737.728773 26206.012646 4 73034450283061,2025-05-01 22:29:01,Ylgntf5wwJmBlSv9Cjq6faYyyDSHpnGKS5BF2yyVlc7y9XFHrbrfDuBDZmm4PgCP,0
409,5216421343852444160692512996036,20223.84162 42992.811252 85155.902392 8 26486302117083,2025-05-02 06:05:51,2dQdGZ+9/dFhMHnib9PTBginK2KiC+CSHa7dl6cZHPNGECOAqK6rj6xm0mw42m3eWu/RtPoeGuw=,0
410,6066923293814899523957088686990,82324.72888 83455.448221 18918.618517 5 06215022278193,2025-05-02 10:46:12,6AMYHAWgg3buTMAF4Obj3RaiF1qjduOYejf6N80QujjPfP2ZvlqKo5YWIn2+uW0+5Yi8vHcQ4w0o,0
411,3527151424226257158587284174604,11438.98188 00021.189056 42143.174347 5 29212722719221,2025-05-02 13:51:52,+9P8PSU5dPBONTY1cPE301hJg1ohXi4JszkpKKEXnlbMQq6nT8Ow+kV5ehhP35UGlgRT,0
412,0902697616012513424536248592725,87318.66447 58759.780079 74530.862898 9 75428213688733,2025-05-03 06:59:27,+mhCv4l18KlZF1DUZqRDKMpwHkpu4TEWqWe9m8BYH+dfu7L8W28vWxcbQH4zLR5U+ldj,1
413,0529996417331638255170511213408,11735.68730 03610.556282 08422.331265 0 31599674451033,2025-05-03 05:59:10,yyJKxUIh8OY0/5nxB9RLxNNI6BZf8jET15vjmMU5LkuUqpjhbE4VjeLN0MHVb0DSG0ox/EJL,1
414,8231689030282570928733438470805,69877.20364 66657.249959 40077.754390 6 52459143651891,2025-05-03 04:16:22,3/bha6/HhrNsvvEEGw0ykhO1AJkNb25Tbt/Kk8MYiSbcAkjPkoVPpeFpsuO/LM+wyEw=,1
415,4305023776939615016508925169870,72719.05795 47313.408917 90221.044366 1 58177975486181,2025-05-02 08:00:32,PFNaAMibaunHaBVMBhKrG/lrJyEaPLiddM6OCtuvyjydVhoAyasBxotVEtJhZXwFHW4h1a8s,1
416,6474217254699211559683205675778,99845.54430 70090.890921 17912.634239 3 55069843736778,2025-05-02 17:58:22,HdHdb+j9/5YNioWKt6HXCDcWNJJDwswETZ/QnidAq5P4uF2ldbEltiohEzkIX3M=,0
417,7613658224762862005939895007695,08149.29935 79176.774433 72505.968208 7 87184573240630,2025-05-02 01:31:33,3NrJcLlfAZAmPb+n/ca9m06iyKczSMiwhkwZG+z1ZPf96dera5/kuFITfD/HI9guvL5arHHx,0
418,0405692728779791241215795183995,85782.35725 24867.678843 76475.088141 4 35238545936516,2025-05-03 08:06:10,sVG4E1n33TmqQRmRIGeYZwSGlC8kOuk626dzSZxoNLMpNXCbJvtHOx0JNBGPahDlkQ==,0
419,9653636224603859660764420986329,29746.63561 17683.198716 24677.750307 1 87311036266675,2025-05-03 19:56:06,/ns8OuhTtxYPHRXrA4HepL00bUidi92s8F3Lp8opJxNkz3f7g7Ao3CplMQKIBug3W/AezaAB0g==,0
420,3952128689855612126102478766208,28545.65305 16873.613905 42122.780651 5 18434011438985,2025-05-01 20:08:34,rSFYI7aPFm42BToZXIzB3jKzNluBG3rRsoNvQV3kUUoBxW+TWItUEixeEYIDoc61DX2URChh,1
421,9323855340921438422727960862037,82277.26191 89795.110775 40006.400434 9 68029866793259,2025-05-02 21:41:11,6gUEzZkvc3/ESeoJFWj31HFOnwuwvVg0/GQYfFOj7ytK8ZEx0OS5lTLR5qOUTXSNR7xSR0uXVQ==,0
422,1752579777069808560971294444457,24652.79211 96413.358080 90751.990145 3 18831765615736,2025-05-03 12:48:32,qZWeJv92ie1BEEmNePgtsrC73epfTaGxYVlvuswLPovquTmPZk6MnLDElzwu/i08rlHPXhY=,0
423,9309719103372064721134686857768,02630.47279 33180.974930 31228.365938 3 03636966897850,2025-05-03 19:10:35,J/RsEabRsAeLqNbeksPXyyIEw/F/wEH4oUc+ee4Vmw3i6KDa9CwKJ28+r0r1qfIgUtrquz+h+svrR4w=,1
424,4317734461581057160575275969874,77349.17018 67586.667943 33593.862755 7 54533224983477,2025-05-03 03:39:45,15FZ3UCG3m/zwdhmzf6wC0dly+MrG+EzMoEBJ/QyNYyKnM5X4JBDBL0XfYio1sSBMBSDzXeA,0
425,0034886469739936511860104450766,38656.55292 33519.817677 52179.774026 2 38453942701981,2025-05-02 10:09:15,rpNfAww3+KE65ymzxIX2OqK/4AtsFjoSKTWQ5AD9A+nq7JrFQ9xC7GedRC7X0VHDp3K4,1
426,8115447295693490342526326332776,77934.09315 43554.908387 61288.895768 1 59734993974789,2025-05-03 06:38:54,dLH+Ei33x7b7VpZZpAMggpOaaM9zlq8eWSCzUwNFZA5TzqKbvk5wUTJaOpt8Qg==,0
427,3543082044989953802401988099326,84720.20084 67681.031939 43188.536184 6 28344925773408,2025-05-03 04:49:50,XJT11iwSvLUfKUVbP3IcSwSlEOSVSqy1ygOu/BOEmFeqKVbXyuR2HFD3YZXZ6fC8bWrK+uY=,1
428,1431984822554567007817874541928,27441.32955 67264.195988 60311.096521 5 26453018971531,2025-05-03 01:22:41,vff93UmCc+0qA/cBaj6Jf6d/igsuK8OC4RG9tEEHarYP3qLEPrpj5sPsB94EbqtZYQ==,0
429,8278348301885742059133403848056,19276.84779 06913.023601 38879.216688 6 24046856552790,2025-05-02 02:43:51,qEoTllHu5b2itvHoB8QUdPywKhbk9lwPIoEvuUpJGlDnI+5wJVMZdN9CckhOQRrWoy/H,0
430,4824166916013758239524956044109,68518.03021 09992.529171 52795.234200 1 63816153723480,2025-05-03 06:16:15,7qA0YIqtJY+XU0jfAseo96njSFfbWjvk3V2UEODXM0rpSrX+LGj8zrHjAhfMBeMTCpSEqXA=,1
431,3413346701227135059264498458498,78118.29807 34977.784219 42718.315771 3 50839411779303,2025-05-02 13:54:25,G9osRHKuFWqTvqCoL4GGwYZ11rYRPSCxeSXmNEFOi19jOla854+VIsjilOMxGBWaEgc9NU0=,0
432,2617553035301751375851859171995,96525.41925 79823.394671 84583.807172 9 86909245835112,2025-05-01 20:41:44,NmvAorNBIQUiFSiB5j1WpaqyP+3kfKPITJhw0HUtXvNbG2gPinMnH3jy0wGa8wZpDzb2pA==,0
433,1363340558071500090779854849931,67664.58744 51320.932649 47387.939929 1 73247588017890,2025-05-03 06:12:13,Zj1U0/dWiFwh7BU9BxEdhDdaN7mt/8pwPRAtoj1ZNlnnOM8MyjwYZ25PZy2IRpQNYds9+ZA=,0
434,8704127793996628185785391887438,48043.59079 60879.644171 40358.819611 4 19576775375360,2025-05-03 17:22:56,U4bYE+1BJO+jPWIgbkHxlYBhUc+3EZJ9b4hHFjpfvEXBi2JqdyneSMalbT1qBQRlFKbu,0
435,9200816811511639731676088713731,38287.51121 64429.980675 44042.354538 5 46093863009624,2025-05-02 11:44:49,99QfzeVxLxRMYsL3xsXH/HkCNjHtePiAJMINxfED+AKFAsuPaqwYraBqdhGxmIe4cSu/VgPfMfM=,0
436,1132573121164172358785885117604,97843.99567 03941.946585 92419.342706 5 34070774308054,2025-05-03 19:10:51,xbTWJaf8nBqMX14AV58uQmpAm5e6g7dQk2GEUAWAjEKqoXj43JViDUZ66fbKrexfVBt57e1pfg==,1
437,1946767394934235713288434932186,18276.68983 04337.539343 98590.779114 4 04675636016494,2025-05-02 23:50:58,WYOpOXv2qxE4BAL0A0MfmKHDE1jOYd/1zQrkuXUdhguCf8oWh2nN/NuVjQYXj2k=,1
