id,id_usuario,empresa,cpf_cnpj,foto_perfil,localizacao
547,1080,Companhia 202,278.369.014-40,https://dummyimage.com/564x897,"Travessa de Vieira, 34
Eymard
00224530 Brito do Galho / SE"
548,1083,Holding 111,532.641.908-42,https://placekitten.com/308/17,"Praia de Pastor, 260
Vila São Geraldo
01834-445 Moreira das Pedras / MA"
549,1084,Tech 808,84.672.509/0001-70,https://picsum.photos/199/542,"Alameda de da Rocha, 313
Cabana Do Pai Tomás
04484271 Freitas / TO"
550,1087,Desenvolve 666,27.348.905/0001-03,https://dummyimage.com/375x179,"Feira de Vieira, 570
Vila Das Oliveiras
29079507 Marques da Serra / RR"
551,1088,Inovação 444,69.052.417/0001-02,https://placekitten.com/818/620,"Vale de Jesus, 26
São Sebastião
94575-919 da Luz do Campo / PR"
552,1089,Consultoria 333,71.043.685/0001-00,https://placekitten.com/328/920,"Trevo Nina Melo, 922
Alto Barroca
70038481 Camargo de Aragão / BA"
553,1090,Companhia 202,16.028.597/0001-12,https://picsum.photos/801/723,"Vila Sampaio, 5
Conjunto Califórnia Ii
42583-469 Gomes / RO"
554,1092,Holding 111,671.053.924-52,https://placekitten.com/820/600,"Avenida Viana, 8
Vila Independencia 1ª Seção
50444-631 Duarte / TO"
555,1093,Connect 888,14.208.976/0001-69,https://placekitten.com/346/378,"Viela Novaes
Conjunto São Francisco De Assis
08491-706 Gomes / SE"
556,1095,Serviços 303,278.509.643-65,https://dummyimage.com/979x618,"Quadra Costela, 911
São Luiz
36746322 Pacheco do Campo / MT"
557,1096,Empresa 101,014.259.763-52,https://picsum.photos/181/621,"Lago Bento Jesus
Satelite
68033-469 Pimenta de Novais / PB"
558,1097,Soluções 707,79.053.412/0001-40,https://placekitten.com/184/174,"Viela Bella Almeida, 84
Santo André
35474-773 Peixoto de Alves / SP"
559,1104,Serviços 303,83.964.712/0001-58,https://placekitten.com/619/469,"Largo de Aparecida, 89
Chácara Leonina
57328-725 Brito de Machado / GO"
560,1105,Serviços 303,71.594.682/0001-56,https://picsum.photos/546/630,"Viela de Dias, 6
Jardim América
22489-193 Fernandes / SP"
561,1106,Connect 888,179.650.432-70,https://placekitten.com/620/407,"Praça de Freitas, 1
Vila Primeiro De Maio
41947983 Campos / MS"
562,1107,Desenvolve 666,73.486.201/0001-14,https://placekitten.com/147/208,"Estrada de Andrade, 74
Flavio De Oliveira
88180771 Monteiro Verde / RJ"
563,1108,Grupo 404,64.970.512/0001-63,https://picsum.photos/405/385,"Fazenda Heloisa Machado, 62
Minas Caixa
44447535 Costela Grande / BA"
564,1109,Inovação 444,31.682.590/0001-03,https://dummyimage.com/820x676,"Colônia Diogo Alves, 23
Dom Joaquim
49399-098 Farias / AP"
565,1110,Serviços 303,073.182.954-97,https://dummyimage.com/137x71,"Lago Sales, 58
Vila Paquetá
44179-816 Dias / PE"
566,1111,Start 777,17.298.345/0001-76,https://placekitten.com/708/135,"Núcleo de Moreira, 33
Conjunto Taquaril
72272-786 Porto / AC"
567,1113,Empresa 101,391.275.680-59,https://dummyimage.com/244x41,"Lagoa Abreu, 8
Esplanada
86294323 Silveira das Flores / SE"
568,1116,Holding 111,65.278.931/0001-00,https://dummyimage.com/721x452,"Conjunto Martins, 467
Parque São José
51674291 Leão / MT"
569,1117,Digital 222,51.839.607/0001-09,https://picsum.photos/86/980,"Quadra de Silveira, 76
Vale Do Jatoba
82192514 Fonseca das Flores / AM"
570,1122,Agência 010,23.104.769/0001-55,https://placekitten.com/958/346,"Travessa Mateus Porto, 19
Glória
52014-182 Nogueira dos Dourados / RS"
571,1125,Desenvolve 666,560.398.142-33,https://picsum.photos/304/398,"Trevo Borges, 42
Casa Branca
70598410 Brito de Azevedo / PI"
572,1126,Grupo 404,95.641.283/0001-67,https://picsum.photos/149/111,"Lago Clarice Azevedo, 6
Manacas
47838-837 Sá Grande / SP"
573,1130,Companhia 202,635.248.791-28,https://placekitten.com/711/357,"Vale Melissa Araújo, 97
Centro
16279119 Aragão / AP"
574,1131,Tech 808,65.724.930/0001-33,https://placekitten.com/453/641,"Vereda Silveira, 811
Nossa Senhora De Fátima
11012-351 Melo do Amparo / DF"
575,1132,Tech 808,256.481.397-64,https://picsum.photos/766/688,"Vereda Maria Julia Fonseca, 6
Califórnia
64427-126 das Neves / PA"
576,1134,Consultoria 333,04.172.963/0001-23,https://picsum.photos/49/827,"Vila Mendes, 8
Vila Da Ária
53062-585 Sampaio / MG"
577,1136,Holding 111,593.187.604-93,https://picsum.photos/141/203,"Viaduto de Jesus, 52
São Jorge 2ª Seção
57812-873 das Neves / SP"
578,1138,Agência 010,91.754.620/0001-71,https://picsum.photos/779/554,"Esplanada Laura Brito, 64
Vista Alegre
94293618 Campos / AC"
579,1141,Soluções 707,058.134.697-10,https://dummyimage.com/551x346,"Esplanada Anthony Souza, 4
Grotinha
16339-188 da Rosa da Prata / PE"
580,1142,Freelas 555,106.975.384-00,https://picsum.photos/364/989,"Loteamento Jesus, 2
Conjunto Jatoba
89435017 Mendonça de Sales / CE"
581,1146,Connect 888,104.876.532-62,https://dummyimage.com/324x885,"Travessa de Almeida, 69
Custodinha
67710173 Cassiano / PI"
582,1147,Cria 000,52.970.431/0001-84,https://dummyimage.com/759x562,"Colônia de Ramos, 78
Califórnia
17622275 da Cunha / AC"
583,1148,Empresa 101,021.543.876-08,https://placekitten.com/292/87,"Área de Vargas, 710
Canadá
79069449 Cavalcante / TO"
584,1150,Digital 222,79.502.183/0001-01,https://placekitten.com/264/316,"Aeroporto Evelyn Mendonça, 758
Vila São Rafael
97732-486 da Cruz / BA"
585,1153,Grupo 404,18.297.650/0001-06,https://dummyimage.com/358x159,"Rodovia Correia, 53
Vila Jardim Alvorada
47441206 Souza / GO"
586,1156,Soluções 707,24.907.813/0001-28,https://dummyimage.com/113x392,"Condomínio Maria Fernanda Sampaio, 78
Vila Copacabana
54933512 da Rosa / CE"
587,1160,Start 777,24.013.597/0001-77,https://placekitten.com/63/81,"Campo Kevin Casa Grande, 479
Canadá
94243-987 Silveira / BA"
588,1162,Digital 222,57.029.413/0001-16,https://placekitten.com/717/443,"Área de Rios, 419
Universitário
10922-288 Cavalcanti da Mata / RS"
589,1164,Serviços 303,143.507.962-07,https://placekitten.com/96/211,"Distrito Oliveira, 8
Esplanada
07625611 Viana de Correia / MA"
590,1165,Desenvolve 666,406.583.791-00,https://picsum.photos/26/238,"Via Ravy Sales, 892
Vila Nova Gameleira 1ª Seção
86177-386 Silva da Prata / GO"
591,1167,Empresa 101,821.590.764-49,https://picsum.photos/91/880,"Área Henrique Pereira
Beira Linha
44764-929 Abreu da Serra / RN"
592,1168,Grupo 404,48.703.695/0001-02,https://dummyimage.com/361x559,"Fazenda Bruno Cirino, 57
Vila Piratininga Venda Nova
84074-318 Araújo do Norte / SC"
593,1172,Negócios 505,029.376.845-56,https://dummyimage.com/673x734,"Fazenda Hellena Mendonça, 56
Paquetá
71718-503 Rezende Verde / DF"
594,1178,Inovação 444,43.972.815/0001-45,https://placekitten.com/290/295,"Esplanada Costa, 34
Vila São Gabriel Jacui
10015-088 Lima do Sul / RO"
595,1184,Connect 888,901.478.563-10,https://placekitten.com/247/862,"Vila Bento Brito
São Vicente
14377-494 Sousa do Amparo / SC"
596,1188,Holding 111,23.791.580/0001-88,https://placekitten.com/144/454,"Viaduto Macedo, 985
Nova Cachoeirinha
44393965 Câmara / PA"
597,1189,Serviços 303,46.193.582/0001-70,https://dummyimage.com/463x844,"Favela Esther Castro, 94
Alto Vera Cruz
84146-127 Silva da Prata / MG"
598,1190,Consultoria 333,57.290.438/0001-79,https://dummyimage.com/258x549,"Fazenda de Machado, 62
Flavio De Oliveira
08993391 das Neves Alegre / PR"
599,1191,Companhia 202,973.205.461-16,https://picsum.photos/776/921,"Praia de Mendes, 41
Vila Da Luz
30529161 Campos / PE"
600,1194,Companhia 202,943.028.617-03,https://dummyimage.com/507x661,"Ladeira de Machado, 6
Vila Das Oliveiras
33535-803 Santos / AL"
601,1199,Freelas 555,801.759.634-01,https://picsum.photos/492/802,"Rodovia Noah da Rosa, 4
Minaslandia
65843-617 Duarte da Prata / ES"
602,1202,Negócios 505,193.560.428-70,https://dummyimage.com/340x1010,"Rodovia Kevin Vieira, 72
Santo Agostinho
90398068 Vieira / GO"
603,1204,Grupo 404,938.107.264-78,https://picsum.photos/557/224,"Recanto de Guerra, 7
Beija Flor
69849-313 Dias de Martins / PE"
604,1205,Power 999,601.784.923-96,https://placekitten.com/459/254,"Conjunto de Sampaio, 6
Grota
92762-362 Duarte de Câmara / AC"
605,1207,Tech 808,652.841.973-64,https://picsum.photos/274/55,"Setor Arthur Gomes, 64
Alto Vera Cruz
80407441 Cardoso das Flores / ES"
606,1208,Cria 000,531.748.906-75,https://picsum.photos/160/335,"Lago Caio Fonseca, 86
Esplanada
17263-794 Pires das Pedras / PE"
607,1210,Agência 010,57.683.091/0001-24,https://placekitten.com/31/375,"Núcleo de Nogueira, 84
São Benedito
20165-026 Moura Verde / RO"
608,1213,Freelas 555,34.019.865/0001-11,https://dummyimage.com/29x466,"Praia de Novais, 266
Savassi
24783-389 Fogaça de Melo / RS"
609,1214,Grupo 404,65.124.078/0001-63,https://dummyimage.com/853x538,"Vereda Monteiro, 38
São Pedro
19333627 da Mota Verde / AM"
610,1215,Industria 909,071.642.398-78,https://picsum.photos/276/335,"Condomínio da Rosa, 34
Jaraguá
37688-364 Nascimento de Goiás / PR"
611,1216,Soluções 707,148.697.302-78,https://placekitten.com/632/479,"Estação Larissa Pinto
Atila De Paiva
34965-398 Silva da Serra / PI"
612,1217,Agência 010,35.709.681/0001-46,https://dummyimage.com/107x515,"Campo Diogo Dias, 1
Itatiaia
07193-267 Macedo / MT"
613,1219,Power 999,26.459.780/0001-26,https://placekitten.com/417/637,"Alameda Rios, 201
Conjunto Novo Dom Bosco
04475-093 Barbosa das Flores / SP"
614,1220,Desenvolve 666,68.057.419/0001-13,https://placekitten.com/167/399,"Vila de Viana, 546
Vila Suzana Primeira Seção
51480-698 Cavalcanti / PB"
615,1221,Agência 010,965.483.271-28,https://dummyimage.com/907x671,"Sítio de Rodrigues, 343
Biquinhas
05216178 Pires de Correia / PA"
616,1222,Companhia 202,96.712.508/0001-91,https://dummyimage.com/637x633,"Aeroporto de Cavalcante, 31
São Sebastião
15364-562 da Mata das Flores / CE"
617,1227,Connect 888,59.216.078/0001-90,https://dummyimage.com/349x896,"Sítio de Barbosa, 71
Boa União 1ª Seção
85891-336 Nogueira da Praia / MS"
618,1231,Soluções 707,15.429.860/0001-12,https://placekitten.com/180/497,"Praça Luiz Gustavo Peixoto
Nova Granada
02281128 da Rocha / RS"
619,1233,Serviços 303,48.679.512/0001-52,https://placekitten.com/917/402,"Viela Mariah Pimenta, 55
Vila Aeroporto
12021-504 Nascimento / GO"
620,1234,Holding 111,602.491.837-22,https://placekitten.com/400/940,"Núcleo de da Rosa
Vila Formosa
72443-070 Cavalcanti de Minas / PA"
621,1235,Digital 222,418.506.729-11,https://placekitten.com/204/6,"Loteamento de Freitas, 45
Santa Branca
55078-705 Oliveira Paulista / AP"
622,1236,Digital 222,97.562.348/0001-04,https://picsum.photos/976/1019,"Área de Moura, 60
Vila Barragem Santa Lúcia
88324-242 Silva / MT"
623,1237,Start 777,910.687.254-94,https://placekitten.com/848/245,"Estação Moreira, 45
Acaiaca
89732489 Peixoto / AL"
624,1239,Connect 888,603.197.582-30,https://picsum.photos/275/969,"Praça de Cavalcante, 92
Vila Copasa
02882712 Marques / GO"
625,1242,Start 777,01.529.684/0001-86,https://picsum.photos/955/915,"Fazenda de Barros, 2
Barão Homem De Melo 2ª Seção
27167424 Farias / RR"
626,1244,Holding 111,27.356.149/0001-64,https://dummyimage.com/427x90,"Via de Vasconcelos, 83
Boa Esperança
72622370 Gonçalves / AL"
627,1247,Freelas 555,40.675.132/0001-38,https://dummyimage.com/164x705,"Colônia das Neves, 94
Vila Nova Cachoeirinha 3ª Seção
79261-668 Leão de Leão / CE"
628,1252,Connect 888,60.857.943/0001-67,https://placekitten.com/616/770,"Condomínio de Cardoso, 344
Zilah Sposito
17356889 Vieira / SC"
629,1253,Freelas 555,34.589.170/0001-75,https://placekitten.com/426/58,"Ladeira Benjamin Caldeira, 19
Vila Nova Dos Milionarios
88127634 Freitas das Pedras / RJ"
630,1254,Tech 808,17.684.053/0001-71,https://placekitten.com/858/790,"Alameda Farias, 64
Belvedere
61714660 Novais do Sul / SP"
631,1258,Inovação 444,09.681.547/0001-74,https://placekitten.com/114/607,"Área Leonardo Rios
Vila Ouro Minas
57349-284 Andrade da Mata / PI"
632,1259,Industria 909,023.561.487-44,https://picsum.photos/209/763,"Conjunto da Rocha, 93
Vila Rica
33209-559 Fernandes / AP"
633,1260,Industria 909,013.796.542-70,https://picsum.photos/380/741,"Área Guerra
Parque São Pedro
26658-262 Carvalho / TO"
634,1261,Corporation 606,19.263.807/0001-45,https://picsum.photos/313/384,"Vila de Lima, 66
Vila Ecológica
80413-938 Camargo / PA"
635,1263,Companhia 202,094.257.681-02,https://placekitten.com/153/401,"Distrito Fogaça, 8
Distrito Industrial Do Jatoba
35665508 Costela / MT"
636,1266,Industria 909,483.265.791-73,https://dummyimage.com/437x377,"Quadra de Camargo, 99
Vila Jardim Alvorada
34090-657 Caldeira / BA"
637,1267,Digital 222,056.214.398-05,https://dummyimage.com/810x521,"Colônia Letícia Ramos, 6
Lagoinha
68543078 Lima de Aparecida / AM"
638,1269,Digital 222,90.187.563/0001-23,https://picsum.photos/667/591,"Loteamento Silva
Vila Nova
67377324 Macedo do Galho / AL"
639,1270,Corporation 606,40.695.831/0001-40,https://dummyimage.com/524x227,"Quadra Nascimento
Virgínia
10907-980 Monteiro / TO"
640,1272,Freelas 555,806.794.531-48,https://picsum.photos/328/744,"Chácara de Lima, 545
Vila Da Amizade
70063-729 Pinto do Norte / PR"
641,1274,Desenvolve 666,723.056.419-07,https://dummyimage.com/572x890,"Praça Mariane Campos, 27
Vila Santa Rosa
16774782 Lopes de Duarte / ES"
642,1275,Empresa 101,64.108.235/0001-84,https://picsum.photos/179/242,"Esplanada João Vitor Carvalho
Maria Goretti
76849-550 da Mota Grande / CE"
643,1277,Consultoria 333,683.724.091-96,https://placekitten.com/816/558,"Sítio de Vargas, 7
Ventosa
43206996 Lopes do Campo / RN"
644,1279,Connect 888,26.593.780/0001-14,https://placekitten.com/766/79,"Esplanada Heloisa Campos
Sport Club
33113540 Machado Grande / RJ"
645,1281,Soluções 707,589.421.063-15,https://placekitten.com/167/684,"Praça Melo, 79
Fazendinha
80350797 Castro de Souza / DF"
646,1286,Digital 222,698.512.470-49,https://dummyimage.com/246x1015,"Fazenda de Ribeiro, 64
Providencia
14848383 Pastor de Martins / RR"
647,1288,Desenvolve 666,74.318.526/0001-50,https://picsum.photos/665/562,"Vale Sá, 829
Jardinópolis
21022659 Lopes de Cunha / PB"
648,1289,Soluções 707,579.418.320-97,https://placekitten.com/1023/593,"Morro Luiza Rocha, 1
Leonina
82752209 Rios / AM"
649,1291,Grupo 404,63.709.128/0001-49,https://dummyimage.com/280x503,"Rodovia Novaes, 99
Vila Real 2ª Seção
52786-276 Mendes do Sul / AP"
650,1298,Serviços 303,98.621.745/0001-72,https://picsum.photos/427/132,"Estrada de Ribeiro, 59
Miramar
71644354 Mendonça da Praia / AL"
651,1300,Companhia 202,91.257.046/0001-46,https://picsum.photos/225/628,"Praia Gabrielly da Rosa, 542
Olhos D'água
97500-411 Cavalcanti da Prata / ES"
652,1301,Soluções 707,614.908.357-84,https://dummyimage.com/375x976,"Viela Emilly Abreu, 5
Vila Nova Gameleira 1ª Seção
26192811 Câmara de Moraes / PI"
653,1303,Connect 888,275.043.618-44,https://placekitten.com/653/804,"Fazenda de Pires, 975
Copacabana
48672-956 Souza do Campo / GO"
654,1304,Companhia 202,486.073.512-90,https://picsum.photos/196/739,"Campo Mariana Silveira, 93
Sport Club
85893-921 Ramos / PA"
655,1305,Connect 888,587.624.391-46,https://placekitten.com/818/582,"Rodovia de Farias, 2
Padre Eustáquio
32807689 Rios / RR"
656,1307,Empresa 101,46.935.170/0001-69,https://picsum.photos/527/90,"Núcleo de Fernandes, 62
Vila Antena Montanhês
31597-411 Novais / MA"
657,1309,Negócios 505,94.015.382/0001-70,https://dummyimage.com/274x677,"Fazenda de Fogaça, 49
Conjunto Providencia
89470311 Marques de Duarte / RO"
658,1311,Tech 808,560.498.217-20,https://placekitten.com/1000/673,"Trecho Diego Nunes, 4
Coração De Jesus
46959458 Correia Alegre / PR"
659,1312,Power 999,657.409.218-30,https://dummyimage.com/50x682,"Vila Ana Beatriz Ramos
Nova Vista
73230-205 Rios / BA"
660,1313,Serviços 303,094.831.256-42,https://dummyimage.com/881x991,"Núcleo Lopes, 22
Vila São Gabriel
04415081 Casa Grande do Galho / PR"
661,1316,Cria 000,57.981.643/0001-80,https://dummyimage.com/69x684,"Via Olívia Silveira, 585
João Paulo Ii
08781-589 Almeida de Garcia / RS"
662,1319,Holding 111,72.836.051/0001-69,https://picsum.photos/545/324,"Área Raul das Neves, 352
Renascença
87424-766 Campos / AM"
663,1325,Grupo 404,21.759.803/0001-02,https://dummyimage.com/38x318,"Ladeira Marques, 50
Vila Nova
08670316 Silva / AP"
664,1327,Consultoria 333,137.024.859-88,https://placekitten.com/765/915,"Vereda de da Luz, 9
Juliana
51675565 Abreu das Flores / PB"
665,1329,Consultoria 333,63.209.457/0001-20,https://dummyimage.com/405x792,"Jardim de da Cunha, 2
Bacurau
37862397 Porto / MA"
666,1334,Power 999,61.942.378/0001-07,https://picsum.photos/637/938,"Praça de Moura, 70
Marçola
52283-212 Jesus dos Dourados / MA"
667,1335,Tech 808,61.952.370/0001-13,https://dummyimage.com/489x785,"Largo de Camargo, 83
Santa Tereza
48998-553 Borges de Minas / PI"
668,1336,Consultoria 333,43.621.978/0001-83,https://placekitten.com/125/877,"Núcleo Anthony Gabriel da Cunha, 87
Beira Linha
30196-878 Lopes / TO"
669,1339,Freelas 555,329.468.701-03,https://placekitten.com/860/512,"Praia Gustavo Henrique Barbosa, 87
Vila Cloris
97811382 Correia do Campo / AC"
670,1340,Soluções 707,674.089.351-93,https://dummyimage.com/178x417,"Sítio Clarice Garcia, 26
Garças
68828227 Borges de Minas / ES"
671,1341,Freelas 555,14.387.052/0001-77,https://placekitten.com/991/25,"Favela de Santos, 129
Vila São Paulo
91456090 da Mota de Goiás / RO"
672,1343,Freelas 555,51.892.746/0001-98,https://dummyimage.com/638x637,"Praia Heloisa da Luz, 16
Unidas
45319907 da Paz Paulista / RS"
673,1344,Cria 000,130.798.564-57,https://placekitten.com/634/189,"Rodovia Moraes, 304
Cidade Jardim
93219332 Carvalho de Minas / GO"
674,1346,Grupo 404,064.892.157-30,https://placekitten.com/88/963,"Via de Abreu, 1
Jardinópolis
68396377 Nunes / SE"
675,1347,Cria 000,34.657.910/0001-63,https://placekitten.com/472/56,"Viaduto de Marques, 235
Havaí
11233241 Casa Grande de Moura / ES"
676,1348,Agência 010,098.563.174-01,https://dummyimage.com/0x673,"Campo Jesus, 75
Vila Santo Antônio Barroquinha
77509-428 Camargo Grande / DF"
677,1349,Soluções 707,197.256.384-09,https://dummyimage.com/783x820,"Condomínio de Sousa, 82
Maravilha
12262870 Aparecida / RJ"
678,1350,Serviços 303,039.547.628-38,https://placekitten.com/129/812,"Favela Alexia da Paz, 41
Alto Dos Pinheiros
34692249 Campos das Flores / AL"
679,1351,Power 999,478.916.503-57,https://placekitten.com/232/81,"Loteamento Pastor, 303
Vila Nossa Senhora Do Rosário
92526-867 Correia / BA"
680,1353,Grupo 404,84.925.073/0001-84,https://placekitten.com/48/541,"Vila de Pacheco, 4
Ermelinda
47557-439 Porto da Praia / AP"
681,1354,Industria 909,51.092.476/0001-30,https://picsum.photos/49/351,"Quadra de da Costa, 698
Vila Puc
35051-326 Costa / AL"
682,1355,Consultoria 333,294.357.601-80,https://dummyimage.com/700x969,"Passarela Hellena Vasconcelos, 41
Alta Tensão 2ª Seção
92382-299 Barbosa das Flores / SC"
683,1356,Power 999,856.941.023-98,https://picsum.photos/1010/809,"Pátio Gustavo Lima, 7
Boa União 1ª Seção
85223-496 Vasconcelos do Oeste / SP"
684,1357,Agência 010,19.680.243/0001-46,https://placekitten.com/408/371,"Morro Vitor Duarte, 466
Inconfidência
33882410 Aparecida de Minas / MT"
685,1358,Industria 909,973.526.014-06,https://dummyimage.com/158x767,"Avenida Jade Ferreira, 54
Vila Da Paz
13062-066 Mendonça da Serra / RO"
686,1359,Industria 909,64.058.713/0001-99,https://dummyimage.com/864x732,"Vale de Alves, 905
Mirtes
00943740 Fonseca do Campo / RR"
687,1360,Empresa 101,90.813.672/0001-09,https://dummyimage.com/737x1024,"Jardim Bruna Lima, 77
Leonina
60274175 Cardoso de Fernandes / RR"
688,1362,Grupo 404,786.359.402-29,https://dummyimage.com/55x334,"Feira da Rosa, 34
Nossa Senhora Do Rosário
11933-116 Vargas de Goiás / PR"
689,1363,Inovação 444,09.731.452/0001-18,https://dummyimage.com/24x602,"Loteamento de Sousa
Conjunto São Francisco De Assis
18465-573 Moraes das Pedras / BA"
690,1366,Empresa 101,89.024.735/0001-69,https://placekitten.com/848/719,"Rua Heitor Andrade
Solimoes
64714-807 Borges de Câmara / SP"
691,1368,Holding 111,68.930.547/0001-20,https://dummyimage.com/410x803,"Área de Gomes, 38
Vila Nova Dos Milionarios
44919-304 Siqueira dos Dourados / SC"
692,1369,Cria 000,051.942.387-97,https://picsum.photos/914/450,"Distrito de Moreira, 1
Vila Nova Cachoeirinha 3ª Seção
51743875 Mendes do Sul / AM"
693,1371,Soluções 707,865.437.921-91,https://picsum.photos/987/783,"Conjunto Jesus, 99
Solar Do Barreiro
59813-060 Cassiano do Sul / MS"
694,1372,Inovação 444,056.891.743-00,https://placekitten.com/552/170,"Lagoa Maria Luísa da Mata, 12
Jaraguá
88611378 Cirino do Galho / BA"
695,1373,Desenvolve 666,75.469.238/0001-60,https://placekitten.com/927/552,"Viaduto Viana, 3
Barreiro
81228-516 da Cunha do Sul / PA"
696,1374,Tech 808,42.196.807/0001-91,https://dummyimage.com/303x13,"Viaduto Bella Santos, 2
Santa Terezinha
03509381 Vargas / RR"
697,1376,Consultoria 333,865.301.279-68,https://placekitten.com/629/722,"Área Ana Luiza Dias, 351
Conjunto Jatoba
20153-524 Novais / MT"
698,1381,Industria 909,08.945.237/0001-57,https://placekitten.com/557/388,"Vereda de Cirino, 1
Vila Maloca
24268750 Sampaio / DF"
699,1384,Holding 111,467.395.018-66,https://dummyimage.com/47x293,"Trevo de da Luz, 25
Vila Paquetá
73463-020 Peixoto / RR"
700,1388,Start 777,58.439.260/0001-48,https://dummyimage.com/576x854,"Vila da Paz
Conjunto Califórnia I
30451-874 Dias do Norte / BA"
701,1390,Grupo 404,74.586.230/0001-10,https://dummyimage.com/343x121,"Conjunto de da Rosa, 91
Monte São José
37109-378 Novais / TO"
702,1391,Freelas 555,29.508.673/0001-39,https://dummyimage.com/630x229,"Via Hadassa Duarte, 14
Vila Nova Gameleira 1ª Seção
64319-347 Moreira de Rocha / PI"
703,1394,Freelas 555,326.197.045-61,https://picsum.photos/212/884,"Via de Rezende
Leticia
94794743 Mendonça das Flores / DF"
704,1397,Consultoria 333,394.271.068-40,https://picsum.photos/772/999,"Passarela de Farias, 26
Jonas Veiga
40175056 Montenegro do Oeste / PA"
705,1403,Serviços 303,678.309.254-29,https://dummyimage.com/453x645,"Estação Souza, 47
Boa Viagem
92626433 Gomes / RR"
706,1404,Negócios 505,816.307.249-04,https://placekitten.com/696/137,"Vale de Fonseca
Mariquinhas
76200862 Machado / MA"
707,1407,Industria 909,576.148.239-82,https://picsum.photos/121/635,"Recanto de Cunha, 866
Vila De Sá
47869-793 Porto / PR"
708,1408,Desenvolve 666,61.958.420/0001-70,https://placekitten.com/81/789,"Viaduto Caio Gonçalves, 43
Granja De Freitas
70221-964 da Cunha Paulista / SE"
709,1409,Soluções 707,93.508.146/0001-23,https://placekitten.com/141/859,"Favela Ribeiro, 10
Salgado Filho
76780151 Costa / MS"
710,1410,Corporation 606,618.307.254-08,https://dummyimage.com/906x799,"Núcleo Lara Oliveira, 944
São Bento
22433450 Leão do Oeste / AP"
711,1413,Holding 111,412.093.756-99,https://dummyimage.com/317x959,"Setor Cavalcanti, 49
Estrela
21879206 Dias de Goiás / MS"
712,1416,Start 777,60.873.591/0001-33,https://placekitten.com/18/478,"Residencial Lima
Nova Cintra
95315-878 da Cunha / PI"
713,1419,Industria 909,912.530.486-06,https://placekitten.com/805/386,"Condomínio Camila Moreira, 96
Vila Tirol
37193442 Almeida da Praia / AM"
714,1424,Soluções 707,785.923.104-23,https://picsum.photos/766/516,"Sítio Davi Lucas Monteiro
Conjunto Lagoa
39464228 Borges Grande / SE"
715,1427,Desenvolve 666,761.042.593-16,https://picsum.photos/694/646,"Praia Pires, 32
Vila Das Oliveiras
78752628 da Cruz de Rios / PE"
716,1429,Inovação 444,83.261.074/0001-09,https://picsum.photos/30/218,"Esplanada Marques, 2
Das Industrias I
43585865 Sales / MT"
717,1431,Power 999,42.380.719/0001-45,https://dummyimage.com/515x307,"Trevo Emilly das Neves, 6
Caetano Furquim
72584296 Alves Verde / SP"
718,1433,Empresa 101,310.982.465-51,https://picsum.photos/287/288,"Estrada de Fogaça, 9
Maria Virgínia
47985-536 Ramos / AP"
719,1438,Negócios 505,98.453.102/0001-67,https://dummyimage.com/206x128,"Viela Raquel Peixoto, 18
Pantanal
30717-008 das Neves / AP"
720,1439,Power 999,80.235.491/0001-99,https://placekitten.com/921/580,"Distrito de Alves, 24
Monsenhor Messias
11694784 Caldeira / CE"
721,1442,Soluções 707,290.751.684-11,https://dummyimage.com/856x942,"Distrito André da Cruz, 30
Vila Jardim São José
74058146 Vasconcelos / MS"
722,1444,Connect 888,482.051.396-60,https://placekitten.com/676/526,"Campo Kamilly Freitas, 23
Petropolis
45638-677 Souza da Praia / SP"
723,1445,Digital 222,29.457.180/0001-17,https://dummyimage.com/225x709,"Passarela Julia Ferreira
Nova Suíça
83043432 Viana / MT"
724,1446,Negócios 505,197.460.352-07,https://dummyimage.com/450x286,"Aeroporto de Montenegro, 75
Goiania
05264843 Fernandes das Pedras / RN"
725,1447,Start 777,24.350.819/0001-47,https://picsum.photos/682/910,"Residencial de Barros, 97
Vila Vista Alegre
11026-248 Moreira Paulista / MS"
726,1449,Desenvolve 666,95.136.780/0001-08,https://dummyimage.com/901x355,"Avenida Ágatha Rodrigues, 91
Canaa
35013349 Nunes de Campos / AM"
727,1450,Agência 010,82.165.904/0001-31,https://picsum.photos/707/18,"Favela Ana Julia Gomes
Liberdade
98941476 das Neves de Casa Grande / GO"
728,1451,Tech 808,316.702.498-40,https://placekitten.com/66/28,"Setor de Freitas, 72
Luxemburgo
16259-710 Vasconcelos / RJ"
729,1454,Agência 010,26.709.318/0001-30,https://picsum.photos/674/613,"Largo Luiz Felipe Teixeira, 40
Esperança
19617-780 Leão de Minas / PI"
730,1462,Corporation 606,24.103.578/0001-31,https://picsum.photos/350/458,"Residencial Araújo, 787
Conjunto Lagoa
85220734 da Cruz de Goiás / SC"
731,1463,Digital 222,653.428.179-19,https://placekitten.com/340/385,"Avenida Farias, 23
Alto Vera Cruz
05293240 Rodrigues dos Dourados / RJ"
732,1467,Agência 010,935.681.702-21,https://placekitten.com/708/728,"Praia de Ramos, 56
Havaí
73922-433 Pimenta / PI"
733,1470,Start 777,32.697.814/0001-13,https://dummyimage.com/26x562,"Travessa das Neves, 24
Nossa Senhora Do Rosário
61990565 Sousa do Sul / DF"
